-47.2477, -15.2149, 0
-47.2244, -15.2206, -0.042963
-47.2499, -15.7328, -0.24977
-47.2008, -16.4394, -0.468283
-47.2124, -17.318, 0.184294
-47.1947, -19.0432, 0.300249
-47.2027, -20.413, 0.305768
-47.2145, -22.8543, 0.220743
-47.2203, -24.4116, 0.25048
-47.2331, -27.3582, 0.234801
-47.2402, -29.1138, 0.126838
-47.271, -32.2249, 0.156798
-47.2533, -33.9726, 0.0445828
-47.254, -36.2155, -0.127697
-47.2282, -37.5402, -0.353823
-47.2515, -37.9012, -0.487755
-47.2499, -38.122, -0.511771
-47.2485, -38.1411, -0.431919
-47.2513, -38.281, 1.07245
-47.2329, -38.5294, 4.62039
-47.3336, -39.2269, 10.2003
-47.5651, -39.8335, 17.7539
-47.8625, -40.7447, 27.0412
-48.185, -41.371, 37.6235
-48.8433, -42.4139, 51.4334
-49.6376, -43.352, 62.8713
-49.965, -44.2248, 73.3649
-50.6139, -45.1296, 82.0853
-50.8408, -45.8204, 88.042
-50.8695, -46.3737, 91.2761
-50.7451, -46.7431, 91.6389
-50.7058, -46.9358, 90.0436
-50.755, -47.0127, 88.7278
-51.2963, -47.0675, 88.1331
-52.2019, -47.1193, 87.8035
-52.7956, -47.141, 87.6798
-53.9479, -47.1876, 87.6455
-54.71, -47.2195, 87.6976
-55.9439, -47.2928, 87.636
-56.1435, -47.3301, 87.9866
-56.1263, -47.3285, 87.9203
-56.0528, -47.3774, 88.1419
-56.0584, -47.3541, 88.1767
-56.0578, -47.3784, 88.1952
-56.0578, -47.3784, 88.1973
-56.0578, -47.3783, 88.1927
-56.0578, -47.3784, 88.1943
-56.0579, -47.3786, 88.2085
-56.8467, -46.8434, 88.2126
-56.8257, -46.8406, 88.0729
-56.3371, -46.8252, 88.1384
-55.3971, -46.7725, 88.2082
-54.3576, -46.7481, 88.6067
-52.672, -46.7183, 88.965
-50.6804, -46.7072, 89.62
-49.1692, -46.7112, 90.1464
-46.4111, -46.7233, 90.8631
-44.6254, -46.7598, 91.1632
-41.5844, -46.8297, 91.3434
-39.4766, -46.8819, 91.4304
-36.2578, -46.9637, 91.4314
-34.1202, -47.0113, 91.2763
-31.6012, -47.0656, 91.1846
-30.07, -47.0907, 90.9521
-29.4954, -47.1426, 90.5765
-29.2419, -47.1816, 89.9794
-29.2948, -47.1879, 90.4178
-29.3207, -47.1874, 90.3931
-29.3204, -47.1867, 90.3519
-29.3206, -47.1872, 90.3825
-29.3206, -47.1871, 90.3773
-29.3204, -47.1867, 90.3519
-29.3204, -47.1867, 90.3505
-29.3202, -47.1864, 90.3302
-29.3201, -47.1863, 90.3213
-29.3202, -47.1865, 90.3347
-29.3203, -47.1867, 90.3462
-29.3204, -47.1867, 90.3502
-29.3201, -47.1863, 90.3245
-29.3202, -47.1865, 90.3361
-29.3202, -47.1864, 90.3292
-29.3201, -47.1862, 90.3159
-29.3202, -47.1865, 90.3329
-29.3202, -47.1865, 90.3351
-29.3229, -47.1911, 90.6388
-29.4632, -47.1713, 92.7859
-29.5645, -47.0339, 97.0015
-29.8793, -46.6733, 102.684
-30.0726, -46.2126, 110.201
-30.2969, -45.1217, 119.233
-30.521, -44.0673, 127.83
-30.3046, -43.0154, 136.287
-30.03, -41.8344, 144.2
-29.4008, -40.8868, 151.728
-28.9241, -39.7999, 159.743
-28.3985, -38.9797, 168.684
-27.8015, -38.0924, 175.036
-27.246, -37.63, 179.72
-26.8852, -37.2102, 183.626
-26.6992, -37.1226, 184.501
-26.6225, -37.1018, 182.713
-26.6138, -37.1007, 182.145
-26.6241, -37.0944, 182.836
-26.6272, -37.0924, 183.049
-26.635, -37.0509, 183.721
-26.5852, -36.6932, 185.507
-26.4651, -36.3639, 188.085
-26.2236, -35.4175, 190.498
-26.0826, -34.7391, 191.703
-25.7679, -33.2206, 192.031
-25.3719, -31.3645, 192.255
-25.0917, -29.9609, 192.42
-24.5954, -27.5972, 192.504
-24.1933, -25.8993, 192.566
-23.6474, -23.3318, 192.225
-23.2992, -21.6261, 191.483
-22.8095, -19.3094, 189.77
-22.5341, -17.7512, 187.096
-22.2461, -15.482, 183.759
-22.0994, -13.0303, 180.458
-21.9927, -11.451, 179.467
-21.9733, -8.71575, 179.273
-21.9966, -6.8917, 179.312
-22.0301, -4.0483, 179.426
-22.0503, -1.99053, 179.522
-22.0756, 0.987935, 179.481
-22.0936, 2.99994, 179.428
-22.1502, 6.12051, 179.344
-22.2218, 8.16148, 179.342
-22.3308, 11.3438, 179.37
-22.365, 14.5961, 179.443
-22.3855, 16.7301, 179.471
-22.4147, 19.9022, 179.456
-22.4352, 22.0299, 179.491
-22.4632, 25.2824, 179.546
-22.4826, 28.1123, 179.885
-22.5087, 29.1397, 180.018
-22.5082, 31.1049, 179.851
-22.5563, 31.6555, 179.691
-22.5374, 32.6053, 179.709
-22.5612, 32.6906, 179.667
-22.5642, 32.9448, 179.78
-22.5776, 32.9615, 180.665
-22.5804, 32.9511, 183.958
-22.5782, 32.9518, 191.695
-22.4097, 32.9054, 205.747
-22.1935, 32.867, 220.687
-22.005, 32.7763, 238.105
-21.8788, 32.5956, 257.262
-21.7273, 32.2995, 276.61
-21.7004, 32.2175, 291.878
-21.7574, 32.1845, 299.427
-21.789, 32.2452, 303.257
-22.0556, 32.4809, 307.315
-22.9127, 33.2257, 312.087
-23.7256, 34.0376, 319.962
-24.3374, 34.5155, 329.205
-24.9972, 35.4506, 340.074
-25.1585, 36.1374, 351.786
-25.0166, 37.27, 364.247
-24.7272, 37.761, 377.177
-24.2534, 38.7734, 390.701
-24.4359, 39.4984, 405.503
-24.3289, 40.1661, 419.768
-25.0585, 40.0559, 424.385
-25.1084, 40.1483, 425.384
-25.108, 40.1537, 425.072
-25.1071, 40.1652, 424.411
-25.1068, 40.1705, 424.106
-25.1068, 40.1698, 424.142
-25.1069, 40.1688, 424.204
-25.1069, 40.1694, 424.167
-25.1069, 40.1693, 424.173
-25.1068, 40.1696, 424.154
-25.1069, 40.1694, 424.169
-25.1068, 40.1698, 424.143
-25.1062, 40.1803, 423.542
-25.0375, 40.1825, 422.331
-24.9412, 40.2072, 420.757
-24.6635, 40.1508, 418.933
-24.3744, 40.0438, 417.562
-24.1282, 39.9776, 415.869
-23.9407, 39.9343, 414.224
-23.7609, 39.8565, 412.725
-23.5941, 39.7686, 411.398
-23.4299, 39.7123, 410.047
-23.2885, 39.6937, 409.114
-23.2075, 39.6547, 408.243
-23.106, 39.6321, 407.509
-23.0395, 39.6093, 406.847
-22.9591, 39.5992, 406.228
-22.902, 39.6004, 405.626
-22.828, 39.5853, 405.023
-22.7564, 39.57, 404.34
-22.6556, 39.5515, 403.645
-22.5867, 39.5714, 402.893
-22.5264, 39.5425, 402.364
-22.4535, 39.5247, 401.966
-22.4211, 39.5327, 401.628
-38.3447, 60.3819, 401.308
-38.307, 60.3541, 401.219
-38.4795, 60.1441, 401.934
-38.7441, 59.8971, 403.294
-39.3196, 59.2695, 404.892
