29.27, 47.7202, 270
29.2748, 47.7286, 270.558
29.2947, 47.7156, 272.902
29.3075, 47.4801, 276.472
29.4499, 47.0912, 281.001
29.7571, 46.6386, 287.084
30.2661, 46.1492, 291.375
30.8692, 45.7482, 293.35
31.86, 45.2404, 293.397
32.6227, 44.8578, 293.277
34.1378, 44.1806, 293.585
35.115, 43.783, 294.027
36.6419, 43.1025, 294.514
38.2735, 42.4106, 295.372
39.4303, 41.8665, 296.318
41.0937, 41.0419, 297.443
42.1137, 40.519, 298.563
43.8489, 39.5993, 299.632
44.9706, 38.9937, 300.652
46.65, 38.0246, 301.682
47.7565, 37.4611, 302.78
49.303, 36.4669, 304.643
50.3212, 35.835, 307.008
51.7272, 34.8988, 309.366
53.1859, 33.887, 310.566
54.1976, 33.1858, 311.728
55.6248, 32.0424, 312.981
56.5109, 31.3709, 315.539
57.6775, 30.3261, 318.18
58.4975, 29.6087, 320.539
59.6182, 28.4764, 322.732
60.3683, 27.7088, 324.81
61.3382, 26.6878, 327.743
62.128, 25.7925, 332.478
62.6591, 25.2124, 336.536
63.1828, 24.2983, 340.065
63.4989, 23.4957, 343.212
63.8632, 22.2221, 345.16
64.0199, 21.2941, 346.522
64.1552, 20.108, 349.464
64.2545, 19.6378, 354.899
64.2524, 18.5393, 358.449
64.3318, 17.7723, 360.028
64.281, 16.2633, 360.166
64.2795, 15.707, 360.11
64.2807, 15.7063, 360.192
64.2759, 15.7106, 359.874
64.2706, 15.6722, 359.508
64.2519, 14.6727, 359.024
64.2551, 14.2596, 358.732
64.398, 13.1788, 358.218
64.6691, 12.8485, 358.006
64.7887, 12.7363, 357.689
64.8041, 12.722, 357.083
64.7916, 12.7179, 356.242
64.9329, 10.6026, 355.887
64.9252, 10.5578, 355.124
64.9161, 10.6014, 354.781
64.914, 10.7109, 355.267
65.0723, 9.43075, 356.762
65.1774, 8.50118, 357.894
65.2289, 7.08895, 358.115
65.2446, 6.5332, 357.817
65.2837, 5.46643, 357.638
65.2817, 5.32492, 357.116
65.3039, 4.80044, 356.596
65.405, 3.50751, 356.48
65.4585, 2.64049, 356.522
65.595, 1.70092, 356.983
65.6527, 0.709114, 357.796
65.6864, 0.137082, 359.295
65.6597, 0.0819997, 360.688
65.6475, -0.820271, 360.916
65.6158, -1.98456, 359.858
65.5983, -1.95845, 358.759
65.6442, -3.9454, 357.803
65.6857, -5.07544, 357.449
65.7169, -6.27519, 357.494
65.7819, -7.17759, 359.861
65.8119, -8.22552, 365.073
65.5261, -9.45472, 369.146
65.2373, -9.9464, 374.297
64.7298, -10.9274, 380.935
64.1777, -11.4007, 387.408
63.502, -12.245, 395.673
63.1215, -12.8501, 405.566
62.3214, -13.726, 416.474
61.9088, -14.4308, 427.384
61.0012, -15.2371, 437.513
60.5916, -15.8995, 445.22
60.2307, -16.5084, 449.231
60.2147, -16.7223, 450.672
60.4887, -16.8083, 451.273
60.5748, -16.8278, 450.864
60.6033, -16.7977, 450.444
56.633, -28.259, 450.455
56.6338, -28.2629, 450.71
56.3651, -28.2791, 452.291
55.9624, -28.3009, 455.503
55.1333, -28.2799, 459.851
54.0149, -28.2355, 466.657
53.196, -28.1714, 473.068
51.7682, -27.8447, 480.14
50.7574, -27.4765, 487.866
49.3161, -26.827, 495.63
48.1177, -26.2178, 501.893
46.8801, -24.9363, 505.664
45.8861, -23.7755, 507.163
44.503, -21.9376, 507.082
43.5886, -20.5245, 506.577
42.0791, -18.2479, 505.978
40.4476, -15.8358, 505.855
39.3306, -14.1892, 505.883
37.559, -11.5735, 505.957
36.3956, -9.85073, 505.992
34.5733, -7.10707, 506.013
33.3612, -5.26545, 506.036
